uuid,division,majorGroup,activity_name,knowledge_flows,tacit_knowledge_types,technologies
89017f78-e365-4ac9-a673-aacf7cce0e92,I. Division I: Services,Major Group 82: Educational Services,Deliberate Practice,Internalization,Somatic Tacit Knowledge,Virtual Reality
89017f78-e365-4ac9-a673-aacf7cce0e92,I. Division I: Services,Major Group 82: Educational Services,Deliberate Practice,Internalization,Intellectual Tacit Knowledge,Virtual Reality
cb4f0b2a-a2e2-41c2-8d1a-3e2dfcf57e90,I. Division I: Services,Major Group 80: Health Services,Mobile Learning,Internalization,Intellectual Tacit Knowledge,Virtual Reality
50da53f7-5c39-48ac-ba7a-db343317cf4f,I. Division I: Services,Major Group 80: Health Services,Deliberate Practice,Internalization,Somatic Tacit Knowledge,Virtual Reality
50da53f7-5c39-48ac-ba7a-db343317cf4f,I. Division I: Services,Major Group 80: Health Services,Deliberate Practice,Internalization,Somatic Tacit Knowledge,Augment Reality
50da53f7-5c39-48ac-ba7a-db343317cf4f,I. Division I: Services,Major Group 80: Health Services,Deliberate Practice,Internalization,Intellectual Tacit Knowledge,Virtual Reality
50da53f7-5c39-48ac-ba7a-db343317cf4f,I. Division I: Services,Major Group 80: Health Services,Deliberate Practice,Internalization,Intellectual Tacit Knowledge,Augment Reality
3e80823f-a55c-4452-a289-7ef23203ff4b,I. Division I: Services,Major Group 82: Educational Services,Deliberate Practice,Internalization,Somatic Tacit Knowledge,Virtual Reality
3e80823f-a55c-4452-a289-7ef23203ff4b,I. Division I: Services,Major Group 82: Educational Services,Deliberate Practice,Internalization,Intellectual Tacit Knowledge,Virtual Reality
3e80823f-a55c-4452-a289-7ef23203ff4b,I. Division I: Services,Major Group 82: Educational Services,Deliberate Practice,Internalization,Relational Tacit Knowledge,Virtual Reality
36a7754c-5681-4ef7-b7af-d3cbce3272cb,D. Division D: Manufacturing,Major Group 39: Miscellaneous Manufacturing Industries,Deliberate Practice,Socialization,Somatic Tacit Knowledge,Virtual Reality
36a7754c-5681-4ef7-b7af-d3cbce3272cb,D. Division D: Manufacturing,Major Group 39: Miscellaneous Manufacturing Industries,Deliberate Practice,Socialization,Intellectual Tacit Knowledge,Virtual Reality
36a7754c-5681-4ef7-b7af-d3cbce3272cb,D. Division D: Manufacturing,Major Group 39: Miscellaneous Manufacturing Industries,Deliberate Practice,Internalization,Somatic Tacit Knowledge,Virtual Reality
36a7754c-5681-4ef7-b7af-d3cbce3272cb,D. Division D: Manufacturing,Major Group 39: Miscellaneous Manufacturing Industries,Deliberate Practice,Internalization,Intellectual Tacit Knowledge,Virtual Reality
041af85c-7f55-4d4c-b678-fe8ffa883cf4,I. Division I: Services,Major Group 82: Educational Services,Deliberate Practice,Externalization,Intellectual Tacit Knowledge,Virtual Reality
041af85c-7f55-4d4c-b678-fe8ffa883cf4,I. Division I: Services,Major Group 82: Educational Services,Deliberate Practice,Internalization,Intellectual Tacit Knowledge,Virtual Reality
2c719831-02ad-4b15-8f39-a7e71f4a9de4,I. Division I: Services,Major Group 82: Educational Services,Deliberate Practice,Internalization,Intellectual Tacit Knowledge,Virtual Reality
2c719831-02ad-4b15-8f39-a7e71f4a9de4,I. Division I: Services,Major Group 82: Educational Services,Deliberate Practice,Internalization,Intellectual Tacit Knowledge,Augmented Reality
2c719831-02ad-4b15-8f39-a7e71f4a9de4,I. Division I: Services,Major Group 82: Educational Services,Deliberate Practice,Internalization,Relational Tacit Knowledge,Virtual Reality
2c719831-02ad-4b15-8f39-a7e71f4a9de4,I. Division I: Services,Major Group 82: Educational Services,Deliberate Practice,Internalization,Relational Tacit Knowledge,Augmented Reality
2c719831-02ad-4b15-8f39-a7e71f4a9de4,I. Division I: Services,Major Group 82: Educational Services,Deliberate Practice,Socialization,Intellectual Tacit Knowledge,Virtual Reality
2c719831-02ad-4b15-8f39-a7e71f4a9de4,I. Division I: Services,Major Group 82: Educational Services,Deliberate Practice,Socialization,Intellectual Tacit Knowledge,Augmented Reality
2c719831-02ad-4b15-8f39-a7e71f4a9de4,I. Division I: Services,Major Group 82: Educational Services,Deliberate Practice,Socialization,Relational Tacit Knowledge,Virtual Reality
2c719831-02ad-4b15-8f39-a7e71f4a9de4,I. Division I: Services,Major Group 82: Educational Services,Deliberate Practice,Socialization,Relational Tacit Knowledge,Augmented Reality
5856aa51-1d37-4903-8cf8-e66a7057e557,I. Division I: Services,Major Group 82: Educational Services,Deliberate Practice,,,Virtual Reality
1d160f88-0174-49e9-8364-ca2999ad899d,I. Division I: Services,Major Group 82: Educational Services,Deliberate Practice,Internalization,Intellectual Tacit Knowledge,AI
1d160f88-0174-49e9-8364-ca2999ad899d,I. Division I: Services,Major Group 82: Educational Services,Deliberate Practice,Internalization,Somatic Tacit Knowledge,AI
1d160f88-0174-49e9-8364-ca2999ad899d,I. Division I: Services,Major Group 82: Educational Services,Deliberate Practice,Externalization,Intellectual Tacit Knowledge,AI
1d160f88-0174-49e9-8364-ca2999ad899d,I. Division I: Services,Major Group 82: Educational Services,Deliberate Practice,Externalization,Somatic Tacit Knowledge,AI
068ed6c2-b85e-4eb9-94cc-b924133d0b59,I. Division I: Services,"Major Group 87: Engineering, Accounting, Research, Management, And Related Services",Deliberate Practice,Socialization,Intellectual Tacit Knowledge,Virtual Reality
068ed6c2-b85e-4eb9-94cc-b924133d0b59,I. Division I: Services,"Major Group 87: Engineering, Accounting, Research, Management, And Related Services",Deliberate Practice,Socialization,Intellectual Tacit Knowledge,Augment Reality
068ed6c2-b85e-4eb9-94cc-b924133d0b59,I. Division I: Services,"Major Group 87: Engineering, Accounting, Research, Management, And Related Services",Deliberate Practice,Internalization,Intellectual Tacit Knowledge,Virtual Reality
068ed6c2-b85e-4eb9-94cc-b924133d0b59,I. Division I: Services,"Major Group 87: Engineering, Accounting, Research, Management, And Related Services",Deliberate Practice,Internalization,Intellectual Tacit Knowledge,Augment Reality
858b0040-d70c-4cdd-b604-2ecbe6ec6c26,I. Division I: Services,Major Group 82: Educational Services,Deliberate Practice,Internalization,Somatic Tacit Knowledge,AI
858b0040-d70c-4cdd-b604-2ecbe6ec6c26,I. Division I: Services,Major Group 82: Educational Services,Deliberate Practice,Internalization,Relational Tacit Knowledge,AI
858b0040-d70c-4cdd-b604-2ecbe6ec6c26,I. Division I: Services,Major Group 82: Educational Services,Deliberate Practice,Internalization,Intellectual Tacit Knowledge,AI
858b0040-d70c-4cdd-b604-2ecbe6ec6c26,I. Division I: Services,Major Group 82: Educational Services,Deliberate Practice,Externalization,Somatic Tacit Knowledge,AI
858b0040-d70c-4cdd-b604-2ecbe6ec6c26,I. Division I: Services,Major Group 82: Educational Services,Deliberate Practice,Externalization,Relational Tacit Knowledge,AI
858b0040-d70c-4cdd-b604-2ecbe6ec6c26,I. Division I: Services,Major Group 82: Educational Services,Deliberate Practice,Externalization,Intellectual Tacit Knowledge,AI
40e661f5-4070-47e7-9697-a233ff81bef6,I. Division I: Services,Major Group 80: Health Services,Deliberate Practice,Internalization,Somatic Tacit Knowledge,Virtual Reality
40e661f5-4070-47e7-9697-a233ff81bef6,I. Division I: Services,Major Group 80: Health Services,Deliberate Practice,Internalization,Somatic Tacit Knowledge,Augment Reality
40e661f5-4070-47e7-9697-a233ff81bef6,I. Division I: Services,Major Group 80: Health Services,Deliberate Practice,Internalization,Intellectual Tacit Knowledge,Virtual Reality
40e661f5-4070-47e7-9697-a233ff81bef6,I. Division I: Services,Major Group 80: Health Services,Deliberate Practice,Internalization,Intellectual Tacit Knowledge,Augment Reality
53633f37-61e7-4ca3-9ca5-f20959ff6416,I. Division I: Services,Major Group 82: Educational Services,Educational Hypermedia Learning,Combination,Somatic Tacit Knowledge,Hypermedia
53633f37-61e7-4ca3-9ca5-f20959ff6416,I. Division I: Services,Major Group 82: Educational Services,Educational Hypermedia Learning,Combination,Intellectual Tacit Knowledge,Hypermedia
53633f37-61e7-4ca3-9ca5-f20959ff6416,I. Division I: Services,Major Group 82: Educational Services,Educational Hypermedia Learning,Internalization,Somatic Tacit Knowledge,Hypermedia
53633f37-61e7-4ca3-9ca5-f20959ff6416,I. Division I: Services,Major Group 82: Educational Services,Educational Hypermedia Learning,Internalization,Intellectual Tacit Knowledge,Hypermedia
ad422187-5c3b-412c-81ae-ffc48df4761a,I. Division I: Services,Major Group 82: Educational Services,Deliberate Practice,Combination,Intellectual Tacit Knowledge,AI
ad422187-5c3b-412c-81ae-ffc48df4761a,I. Division I: Services,Major Group 82: Educational Services,Deliberate Practice,Internalization,Intellectual Tacit Knowledge,AI
4781ccc4-fa32-43e1-a2bc-fbe43565f55c,I. Division I: Services,Major Group 82: Educational Services,Deliberate Practice,Internalization,Somatic Tacit Knowledge,AI
4781ccc4-fa32-43e1-a2bc-fbe43565f55c,I. Division I: Services,Major Group 82: Educational Services,Deliberate Practice,Internalization,Somatic Tacit Knowledge,Virtual Reality
4781ccc4-fa32-43e1-a2bc-fbe43565f55c,I. Division I: Services,Major Group 82: Educational Services,Deliberate Practice,Internalization,Somatic Tacit Knowledge,Augmented Reality
4781ccc4-fa32-43e1-a2bc-fbe43565f55c,I. Division I: Services,Major Group 82: Educational Services,Deliberate Practice,Internalization,Relational Tacit Knowledge,AI
4781ccc4-fa32-43e1-a2bc-fbe43565f55c,I. Division I: Services,Major Group 82: Educational Services,Deliberate Practice,Internalization,Relational Tacit Knowledge,Virtual Reality
4781ccc4-fa32-43e1-a2bc-fbe43565f55c,I. Division I: Services,Major Group 82: Educational Services,Deliberate Practice,Internalization,Relational Tacit Knowledge,Augmented Reality
4781ccc4-fa32-43e1-a2bc-fbe43565f55c,I. Division I: Services,Major Group 82: Educational Services,Mentoring,Externalization,Intellectual Tacit Knowledge,AI
4781ccc4-fa32-43e1-a2bc-fbe43565f55c,I. Division I: Services,Major Group 82: Educational Services,Mentoring,Internalization,Intellectual Tacit Knowledge,AI
e280fb91-a9d6-40d9-842f-17df089bed2c,I. Division I: Services,Major Group 82: Educational Services,Deliberate Practice,Externalization,Intellectual Tacit Knowledge,Virtual Reality
e280fb91-a9d6-40d9-842f-17df089bed2c,I. Division I: Services,Major Group 82: Educational Services,Deliberate Practice,Internalization,Intellectual Tacit Knowledge,Virtual Reality
f1b34712-c07a-45ed-bd25-7db035c498c9,I. Division I: Services,Major Group 82: Educational Services,Storytelling,Internalization,Intellectual Tacit Knowledge,AI
f1b34712-c07a-45ed-bd25-7db035c498c9,I. Division I: Services,Major Group 82: Educational Services,Mentoring,Externalization,Intellectual Tacit Knowledge,AI
f1b34712-c07a-45ed-bd25-7db035c498c9,I. Division I: Services,Major Group 82: Educational Services,Mentoring,Internalization,Intellectual Tacit Knowledge,AI
c902dc79-3ff5-44d8-9df7-6f85fe2a6652,I. Division I: Services,Major Group 80: Health Services,Deliberate Practice,Internalization,Somatic Tacit Knowledge,Virtual Reality
c902dc79-3ff5-44d8-9df7-6f85fe2a6652,I. Division I: Services,Major Group 80: Health Services,Deliberate Practice,Internalization,Somatic Tacit Knowledge,Augment Reality
c902dc79-3ff5-44d8-9df7-6f85fe2a6652,I. Division I: Services,Major Group 80: Health Services,Deliberate Practice,Internalization,Relational Tacit Knowledge,Virtual Reality
c902dc79-3ff5-44d8-9df7-6f85fe2a6652,I. Division I: Services,Major Group 80: Health Services,Deliberate Practice,Internalization,Relational Tacit Knowledge,Augment Reality
13281cb7-70a3-48e8-9879-8a6da5613597,I. Division I: Services,Major Group 80: Health Services,Deliberate Practice,Internalization,Somatic Tacit Knowledge,Virtual Reality
13281cb7-70a3-48e8-9879-8a6da5613597,I. Division I: Services,Major Group 80: Health Services,Deliberate Practice,Internalization,Intellectual Tacit Knowledge,Virtual Reality
13281cb7-70a3-48e8-9879-8a6da5613597,I. Division I: Services,Major Group 80: Health Services,Deliberate Practice,Internalization,Relational Tacit Knowledge,Virtual Reality
ed6b6d4e-6ced-4353-b793-9d73919d9e16,I. Division I: Services,Major Group 82: Educational Services,Deliberate Practice,Internalization,Somatic Tacit Knowledge,AI
ed6b6d4e-6ced-4353-b793-9d73919d9e16,I. Division I: Services,Major Group 82: Educational Services,Deliberate Practice,Internalization,Somatic Tacit Knowledge,Virtual Reality
ed6b6d4e-6ced-4353-b793-9d73919d9e16,I. Division I: Services,Major Group 82: Educational Services,Deliberate Practice,Internalization,Intellectual Tacit Knowledge,AI
ed6b6d4e-6ced-4353-b793-9d73919d9e16,I. Division I: Services,Major Group 82: Educational Services,Deliberate Practice,Internalization,Intellectual Tacit Knowledge,Virtual Reality
ed6b6d4e-6ced-4353-b793-9d73919d9e16,I. Division I: Services,Major Group 82: Educational Services,Communities of Practice,Socialization,Relational Tacit Knowledge,AI
ed6b6d4e-6ced-4353-b793-9d73919d9e16,I. Division I: Services,Major Group 82: Educational Services,Communities of Practice,Socialization,Relational Tacit Knowledge,Virtual Reality
ed6b6d4e-6ced-4353-b793-9d73919d9e16,I. Division I: Services,Major Group 82: Educational Services,Communities of Practice,Socialization,Collective Tacit Knowledge,AI
ed6b6d4e-6ced-4353-b793-9d73919d9e16,I. Division I: Services,Major Group 82: Educational Services,Communities of Practice,Socialization,Collective Tacit Knowledge,Virtual Reality
ed6b6d4e-6ced-4353-b793-9d73919d9e16,I. Division I: Services,Major Group 82: Educational Services,Communities of Practice,Externalization,Relational Tacit Knowledge,AI
ed6b6d4e-6ced-4353-b793-9d73919d9e16,I. Division I: Services,Major Group 82: Educational Services,Communities of Practice,Externalization,Relational Tacit Knowledge,Virtual Reality
ed6b6d4e-6ced-4353-b793-9d73919d9e16,I. Division I: Services,Major Group 82: Educational Services,Communities of Practice,Externalization,Collective Tacit Knowledge,AI
ed6b6d4e-6ced-4353-b793-9d73919d9e16,I. Division I: Services,Major Group 82: Educational Services,Communities of Practice,Externalization,Collective Tacit Knowledge,Virtual Reality
2754b302-bed4-47f2-9452-226df0d6d1df,I. Division I: Services,Major Group 82: Educational Services,Deliberate Practice,Internalization,Somatic Tacit Knowledge,Virtual Reality
2754b302-bed4-47f2-9452-226df0d6d1df,I. Division I: Services,Major Group 82: Educational Services,Deliberate Practice,Internalization,Somatic Tacit Knowledge,Augment Reality
2754b302-bed4-47f2-9452-226df0d6d1df,I. Division I: Services,Major Group 82: Educational Services,Deliberate Practice,Internalization,Intellectual Tacit Knowledge,Virtual Reality
2754b302-bed4-47f2-9452-226df0d6d1df,I. Division I: Services,Major Group 82: Educational Services,Deliberate Practice,Internalization,Intellectual Tacit Knowledge,Augment Reality
f0bdc125-7790-4b6a-bc4e-8573ceb75d67,I. Division I: Services,Major Group 82: Educational Services,Deliberate Practice,Internalization,Intellectual Tacit Knowledge,Virtual Reality
311eeae8-2386-4137-979d-7b447081cfd9,I. Division I: Services,Major Group 82: Educational Services,Human-AI Collaborative Learning,,Intellectual Tacit Knowledge,AI
07e3ddef-4be0-4817-b951-69a8f669ad32,I. Division I: Services,Major Group 82: Educational Services,Deliberate Practice,Internalization,Somatic Tacit Knowledge,AI
07e3ddef-4be0-4817-b951-69a8f669ad32,I. Division I: Services,Major Group 82: Educational Services,Deliberate Practice,Internalization,Intellectual Tacit Knowledge,AI
3b2ea028-7856-44fc-86c6-12038c34b991,I. Division I: Services,Major Group 82: Educational Services,Communities of practice,Socialization,Relational Tacit Knowledge,AI
3b2ea028-7856-44fc-86c6-12038c34b991,I. Division I: Services,Major Group 82: Educational Services,Communities of practice,Socialization,Relational Tacit Knowledge,Virtual Reality
3b2ea028-7856-44fc-86c6-12038c34b991,I. Division I: Services,Major Group 82: Educational Services,Communities of practice,Socialization,Relational Tacit Knowledge,Augment Reality
3b2ea028-7856-44fc-86c6-12038c34b991,I. Division I: Services,Major Group 82: Educational Services,Communities of practice,Socialization,Collective Tacit Knowledge,AI
3b2ea028-7856-44fc-86c6-12038c34b991,I. Division I: Services,Major Group 82: Educational Services,Communities of practice,Socialization,Collective Tacit Knowledge,Virtual Reality
3b2ea028-7856-44fc-86c6-12038c34b991,I. Division I: Services,Major Group 82: Educational Services,Communities of practice,Socialization,Collective Tacit Knowledge,Augment Reality
3b2ea028-7856-44fc-86c6-12038c34b991,I. Division I: Services,Major Group 82: Educational Services,Communities of practice,Externalization,Relational Tacit Knowledge,AI
3b2ea028-7856-44fc-86c6-12038c34b991,I. Division I: Services,Major Group 82: Educational Services,Communities of practice,Externalization,Relational Tacit Knowledge,Virtual Reality
3b2ea028-7856-44fc-86c6-12038c34b991,I. Division I: Services,Major Group 82: Educational Services,Communities of practice,Externalization,Relational Tacit Knowledge,Augment Reality
3b2ea028-7856-44fc-86c6-12038c34b991,I. Division I: Services,Major Group 82: Educational Services,Communities of practice,Externalization,Collective Tacit Knowledge,AI
3b2ea028-7856-44fc-86c6-12038c34b991,I. Division I: Services,Major Group 82: Educational Services,Communities of practice,Externalization,Collective Tacit Knowledge,Virtual Reality
3b2ea028-7856-44fc-86c6-12038c34b991,I. Division I: Services,Major Group 82: Educational Services,Communities of practice,Externalization,Collective Tacit Knowledge,Augment Reality
3b2ea028-7856-44fc-86c6-12038c34b991,I. Division I: Services,Major Group 82: Educational Services,Mentoring,Internalization,Intellectual Tacit Knowledge,AI
3b2ea028-7856-44fc-86c6-12038c34b991,I. Division I: Services,Major Group 82: Educational Services,Mentoring,Internalization,Intellectual Tacit Knowledge,Virtual Reality
3b2ea028-7856-44fc-86c6-12038c34b991,I. Division I: Services,Major Group 82: Educational Services,Mentoring,Internalization,Intellectual Tacit Knowledge,Augment Reality
eca9b3e0-89f8-4003-bfbe-4713b11005d0,I. Division I: Services,Major Group 82: Educational Services,Deliberate Practice,Internalization,Intellectual Tacit Knowledge,Virtual Reality
eca9b3e0-89f8-4003-bfbe-4713b11005d0,I. Division I: Services,Major Group 82: Educational Services,Deliberate Practice,Internalization,Intellectual Tacit Knowledge,Augmented Reality
4b715c00-173f-4949-9cbe-03a9bc955b08,C. Division C: Construction,Major Group 15: Building Construction General Contractors And Operative Builders,Deliberate Practice,Internalization,Somatic Tacit Knowledge,Virtual Reality
4b715c00-173f-4949-9cbe-03a9bc955b08,C. Division C: Construction,Major Group 15: Building Construction General Contractors And Operative Builders,Deliberate Practice,Internalization,Somatic Tacit Knowledge,Augment Reality
4b715c00-173f-4949-9cbe-03a9bc955b08,C. Division C: Construction,Major Group 15: Building Construction General Contractors And Operative Builders,Deliberate Practice,Internalization,Intellectual Tacit Knowledge,Virtual Reality
4b715c00-173f-4949-9cbe-03a9bc955b08,C. Division C: Construction,Major Group 15: Building Construction General Contractors And Operative Builders,Deliberate Practice,Internalization,Intellectual Tacit Knowledge,Augment Reality
588c5e51-b36a-4672-9340-66d8971fb4ee,I. Division I: Services,"Major Group 87: Engineering, Accounting, Research, Management, And Related Services",Deliberate Practice,,Intellectual Tacit Knowledge,Virtual Reality
588c5e51-b36a-4672-9340-66d8971fb4ee,I. Division I: Services,"Major Group 87: Engineering, Accounting, Research, Management, And Related Services",Deliberate Practice,,Intellectual Tacit Knowledge,Digital Twins
588c5e51-b36a-4672-9340-66d8971fb4ee,I. Division I: Services,"Major Group 87: Engineering, Accounting, Research, Management, And Related Services",Deliberate Practice,,Collective Tacit Knowledge,Virtual Reality
588c5e51-b36a-4672-9340-66d8971fb4ee,I. Division I: Services,"Major Group 87: Engineering, Accounting, Research, Management, And Related Services",Deliberate Practice,,Collective Tacit Knowledge,Digital Twins
3bd246f2-3c63-4417-8846-6eb8ea76f9e7,I. Division I: Services,Major Group 82: Educational Services,Deliberate Practice,Internalization,Somatic Tacit Knowledge,Virtual Reality
3bd246f2-3c63-4417-8846-6eb8ea76f9e7,I. Division I: Services,Major Group 82: Educational Services,Deliberate Practice,Internalization,Intellectual Tacit Knowledge,Virtual Reality
3146a3ec-9d81-447e-a808-4feb2e9e1ef0,I. Division I: Services,Major Group 80: Health Services,Mock drills,,Relational Tacit Knowledge,Virtual Reality
3146a3ec-9d81-447e-a808-4feb2e9e1ef0,I. Division I: Services,Major Group 80: Health Services,Mock drills,,Relational Tacit Knowledge,AI
3146a3ec-9d81-447e-a808-4feb2e9e1ef0,I. Division I: Services,Major Group 80: Health Services,Mock drills,,Collective Tacit Knowledge,Virtual Reality
3146a3ec-9d81-447e-a808-4feb2e9e1ef0,I. Division I: Services,Major Group 80: Health Services,Mock drills,,Collective Tacit Knowledge,AI
3146a3ec-9d81-447e-a808-4feb2e9e1ef0,I. Division I: Services,Major Group 80: Health Services,Mock drills,,Intellectual Tacit Knowledge,Virtual Reality
3146a3ec-9d81-447e-a808-4feb2e9e1ef0,I. Division I: Services,Major Group 80: Health Services,Mock drills,,Intellectual Tacit Knowledge,AI
24b476f5-8b0d-4416-a0b6-84acbe6ade3f,I. Division I: Services,Major Group 80: Health Services,Deliberate Practice,Internalization,Somatic Tacit Knowledge,Virtual Reality
24b476f5-8b0d-4416-a0b6-84acbe6ade3f,I. Division I: Services,Major Group 80: Health Services,Deliberate Practice,Internalization,Intellectual Tacit Knowledge,Virtual Reality
162ea0ce-9a65-4967-b734-2972e06efdc2,I. Division I: Services,Major Group 82: Educational Services,Deliberate Practice,Internalization,Somatic Tacit Knowledge,Virtual Reality
162ea0ce-9a65-4967-b734-2972e06efdc2,I. Division I: Services,Major Group 82: Educational Services,Deliberate Practice,Internalization,Somatic Tacit Knowledge,Augment Reality
162ea0ce-9a65-4967-b734-2972e06efdc2,I. Division I: Services,Major Group 82: Educational Services,Deliberate Practice,Internalization,Somatic Tacit Knowledge,AI
162ea0ce-9a65-4967-b734-2972e06efdc2,I. Division I: Services,Major Group 82: Educational Services,Deliberate Practice,Internalization,Intellectual Tacit Knowledge,Virtual Reality
162ea0ce-9a65-4967-b734-2972e06efdc2,I. Division I: Services,Major Group 82: Educational Services,Deliberate Practice,Internalization,Intellectual Tacit Knowledge,Augment Reality
